start_date,end_date,asin,sourceable_product_out_of_stock_rate,procurable_product_out_of_stock_rate,open_purchase_order_units,receive_fill_rate,average_vendor_lead_time_days,sell_through_rate,unfilled_customer_ordered_units,vendor_confirmation_rate,net_received_inventory_cost_amount,net_received_inventory_cost_currency_code,net_received_inventory_units,sellable_on_hand_inventory_cost_amount,sellable_on_hand_inventory_cost_currency_code,sellable_on_hand_inventory_units,unsellable_on_hand_inventory_cost_amount,unsellable_on_hand_inventory_cost_currency_code,unsellable_on_hand_inventory_units,aged_90_plus_days_sellable_inventory_cost_amount,aged_90_plus_days_sellable_inventory_cost_currency_code,aged_90_plus_days_sellable_inventory_units
2026-03-25,2026-03-25,B073GHYJ2P,,,,0,0,,,0,0,USD,0,317.71,USD,32,0,USD,0,234.37,USD,23
2026-03-25,2026-03-25,B073GMP14X,,,,0,0,,,0,0,USD,0,11.53,USD,1,0,USD,0,11.53,USD,1
2026-03-25,2026-03-25,B073RP3K8P,,,,0,0,,,0,0,USD,0,32.61,USD,3,0,USD,0,32.61,USD,3
2026-03-25,2026-03-25,B0757SCJP1,,,12,0,0,,,0,0,USD,0,209,USD,22,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B075PGHPTJ,,,,0,0,,,0,0,USD,0,24.3,USD,1,0,USD,0,24.3,USD,1
2026-03-25,2026-03-25,B075SR8ZVG,,,196,0,0,,,0,0,USD,0,7474.92,USD,1002,14.92,USD,2,3215.26,USD,431
2026-03-25,2026-03-25,B075TG2Q7F,,,92,0,0,,,0,0,USD,0,858.58,USD,88,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B076ZY7WDR,,,,0,0,,,0,0,USD,0,10539.69,USD,841,11.25,USD,1,1648.83,USD,132
2026-03-25,2026-03-25,B0779T7WJQ,,,60,0,0,,,0,0,USD,0,1009.11,USD,104,10.01,USD,1,338.44,USD,37
2026-03-25,2026-03-25,B077B8DC2W,,,1794,0,0,,,0,0,USD,0,9965.01,USD,862,11.57,USD,1,572.55,USD,50
2026-03-25,2026-03-25,B077B919QT,,,32,0,0,,,0,0,USD,0,1898.44,USD,171,0,USD,0,366.27,USD,36
2026-03-25,2026-03-25,B078TSRN4X,,,,0,0,,,0,0,USD,0,1092.95,USD,112,0,USD,0,97.6,USD,10
2026-03-25,2026-03-25,B079DDJPZS,,,1448,0,16.13,,,0,41.68,USD,8,2756.87,USD,552,0,USD,0,1191.31,USD,251
2026-03-25,2026-03-25,B079DDNN3K,,,1976,0,0,,,0,0,USD,0,4298.79,USD,839,5.46,USD,1,2396.1,USD,490
2026-03-25,2026-03-25,B079DF63FW,,,2733,0,0,,,0,0,USD,0,6218.52,USD,1547,22.86,USD,6,104.1,USD,26
2026-03-25,2026-03-25,B079PTDHRL,,,,0,0,,,0,0,USD,0,45,USD,5,0,USD,0,45,USD,5
2026-03-25,2026-03-25,B079PXH2JV,,,12,0,0,,,0,0,USD,0,10.25,USD,1,0,USD,0,10.25,USD,1
2026-03-25,2026-03-25,B079PYXHZM,,,,0,0,,,0,0,USD,0,256.25,USD,25,0,USD,0,256.25,USD,25
2026-03-25,2026-03-25,B079Q19YV2,,,,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-25,2026-03-25,B079QB84LZ,,,,0,0,,,0,0,USD,0,48.75,USD,5,0,USD,0,48.75,USD,5
2026-03-25,2026-03-25,B079QBGJ3J,,,,0,0,,,0,0,USD,0,23.25,USD,3,0,USD,0,23.25,USD,3
2026-03-25,2026-03-25,B07B3VMB75,,,,0,0,,,0,0,USD,0,2.85,USD,1,68.4,USD,24,2.85,USD,1
2026-03-25,2026-03-25,B07B3WP8RR,,,,0,0,,,0,0,USD,0,159.81,USD,57,0,USD,0,159.81,USD,57
2026-03-25,2026-03-25,B07B41TPFM,,,,0,0,,,0,0,USD,0,14428.77,USD,741,0,USD,0,9083.03,USD,467
2026-03-25,2026-03-25,B07CZDPPVJ,,,96,0,0,,,0,0,USD,0,1037.43,USD,289,3.6,USD,1,529.83,USD,148
2026-03-25,2026-03-25,B07CZLJ4P3,,,,0,0,,,0,0,USD,0,282.96,USD,72,0,USD,0,282.96,USD,72
2026-03-25,2026-03-25,B07D43N9HZ,,,,0,0,,,0,0,USD,0,27,USD,4,0,USD,0,27,USD,4
2026-03-25,2026-03-25,B07DQ5D9F9,,,135,0,0,,,0,0,USD,0,5391.43,USD,530,0,USD,0,3622.9,USD,363
2026-03-25,2026-03-25,B07DQFZWCL,,,12,0,0,,,0,0,USD,0,6767.23,USD,529,26.1,USD,2,1458.73,USD,114
2026-03-25,2026-03-25,B07FZPJ18V,,,1590,0,0,,,0,0,USD,0,8863.41,USD,2456,21.42,USD,6,3240.63,USD,888
2026-03-25,2026-03-25,B07G7THY1T,,,,0,0,,,0,0,USD,0,6.89,USD,1,0,USD,0,6.89,USD,1
2026-03-25,2026-03-25,B07G7TSMWX,,,,0,0,,,0,0,USD,0,65.28,USD,8,9.09,USD,1,65.28,USD,8
2026-03-25,2026-03-25,B07G7XSTFS,,,,0,0,,,0,0,USD,0,34,USD,4,0,USD,0,34,USD,4
2026-03-25,2026-03-25,B07H78QP9M,,,,0,0,,,0,0,USD,0,24.85,USD,7,0,USD,0,24.85,USD,7
2026-03-25,2026-03-25,B07HHQHHCY,,,,0,0,,,0,0,USD,0,3907.71,USD,369,29.59,USD,3,84.72,USD,8
2026-03-25,2026-03-25,B07HHTYXDB,,,,0,0,,,0,0,USD,0,121,USD,10,0,USD,0,121,USD,10
2026-03-25,2026-03-25,B07HSFQMN7,,,,0,0,,,0,0,USD,0,697.49,USD,110,0,USD,0,518.75,USD,83
2026-03-25,2026-03-25,B07HSFZ3SG,,,,0,0,,,0,0,USD,0,87.72,USD,18,0,USD,0,87.72,USD,18
2026-03-25,2026-03-25,B07HSJ5R7V,,,2968,0,0,,,0,0,USD,0,1409.45,USD,300,8.76,USD,2,5.21,USD,1
2026-03-25,2026-03-25,B07HSJNSJR,,,11786,0,0,,,0,0,USD,0,4446.42,USD,1210,14.54,USD,4,2475.91,USD,681
2026-03-25,2026-03-25,B07HSN3YJL,,,2772,0,0,,,0,0,USD,0,5486.27,USD,1201,13.21,USD,3,2264.56,USD,492
2026-03-25,2026-03-25,B07J9Q4XV9,,,,0,0,,,0,0,USD,0,8495,USD,500,0,USD,0,3431.98,USD,202
2026-03-25,2026-03-25,B07KCXK3G2,,,,0,0,,,0,0,USD,0,2.61,USD,1,0,USD,0,2.61,USD,1
2026-03-25,2026-03-25,B07KCXPL6V,,,216,0,0,,,0,0,USD,0,381.83,USD,93,0,USD,0,90.42,USD,22
2026-03-25,2026-03-25,B07KD24XBS,,,168,0,0,,,0,0,USD,0,709.22,USD,189,0,USD,0,647.72,USD,174
2026-03-25,2026-03-25,B07KD4TX3F,,,,0,0,,,0,0,USD,0,0,USD,0,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B07KK6T42T,,,,0,0,,,0,0,USD,0,114.25,USD,25,0,USD,0,13.71,USD,3
2026-03-25,2026-03-25,B07KK79D6D,,,,0,0,,,0,0,USD,0,358.03,USD,43,0,USD,0,358.03,USD,43
2026-03-25,2026-03-25,B07KY1WY5P,,,,0,0,,,0,0,USD,0,38.25,USD,3,12.75,USD,1,38.25,USD,3
2026-03-25,2026-03-25,B07MG5YVJX,,,,0,0,,,0,0,USD,0,25,USD,2,0,USD,0,25,USD,2
2026-03-25,2026-03-25,B07N13SJQB,,,26,0,0,,,0,0,USD,0,4201.36,USD,412,10.2,USD,1,2416.36,USD,237
2026-03-25,2026-03-25,B07N7ZB2X1,,,2835,0,0,,,0,0,USD,0,5155.95,USD,577,17.8,USD,2,2942.27,USD,341
2026-03-25,2026-03-25,B07N7ZQX9M,,,,0,0,,,0,0,USD,0,1868.75,USD,152,12.5,USD,1,1856.25,USD,151
2026-03-25,2026-03-25,B07NC89LMZ,,,,0,0,,,0,0,USD,0,36.25,USD,5,0,USD,0,36.25,USD,5
2026-03-25,2026-03-25,B07ND5CJP2,,,,0,0,,,0,0,USD,0,16.4,USD,1,0,USD,0,16.4,USD,1
2026-03-25,2026-03-25,B07NDHMKSD,,,,0,0,,,0,0,USD,0,18181.18,USD,2762,0,USD,0,18116.48,USD,2752
2026-03-25,2026-03-25,B07NDHQZ96,,,,0,0,,,0,0,USD,0,1328.91,USD,205,0,USD,0,1328.91,USD,205
2026-03-25,2026-03-25,B07NRFGZG4,,,,0,0,,,0,0,USD,0,8.52,USD,3,0,USD,0,8.52,USD,3
2026-03-25,2026-03-25,B07P928YLJ,,,,0,0,,,0,0,USD,0,14.28,USD,2,0,USD,0,14.28,USD,2
2026-03-25,2026-03-25,B07PDJ6Z9L,,,120,0,0,,,0,0,USD,0,13704.93,USD,2628,37.35,USD,7,12047.67,USD,2331
2026-03-25,2026-03-25,B07PFG1RVP,,,,0,0,,,0,0,USD,0,0,USD,0,5.18,USD,2,0,USD,0
2026-03-25,2026-03-25,B07PP8CLLB,,,36,0,0,,,0,0,USD,0,434.72,USD,52,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B07PPD8Q8V,,,180,0,0,,,0,0,USD,0,36342.32,USD,4088,44.45,USD,5,7316.47,USD,823
2026-03-25,2026-03-25,B07PQHZF2Y,,,63,0,22.83,,,0,76.92,USD,6,358.96,USD,28,11.5,USD,1,0,USD,0
2026-03-25,2026-03-25,B07QB9MX8P,,,468,0,0,,,0,0,USD,0,12396.21,USD,2296,48.69,USD,9,1807.17,USD,337
2026-03-25,2026-03-25,B07QGH299S,,,,0,0,,,0,0,USD,0,17.25,USD,3,0,USD,0,17.25,USD,3
2026-03-25,2026-03-25,B07QGH4DVH,,,454,0,0,,,0,0,USD,0,9375.6,USD,2404,3.9,USD,1,331.5,USD,85
2026-03-25,2026-03-25,B07QSCH73L,,,,0,0,,,0,0,USD,0,0,USD,0,191.52,USD,24,0,USD,0
2026-03-25,2026-03-25,B07R9PTGXN,,,884,0,0,,,0,0,USD,0,416.24,USD,49,8.64,USD,1,165.68,USD,20
2026-03-25,2026-03-25,B07V2LTV4R,,,,0,0,,,0,0,USD,0,3465.16,USD,309,0,USD,0,1752.12,USD,148
2026-03-25,2026-03-25,B07V5TGM2Q,,,396,0,0,,,0,0,USD,0,5280.44,USD,1686,12.57,USD,4,1479.86,USD,464
2026-03-25,2026-03-25,B07VKPJ87J,,,,0,0,,,0,0,USD,0,4717.07,USD,305,0,USD,0,1578.19,USD,97
2026-03-25,2026-03-25,B07VVDXJ98,,,,0,0,,,0,0,USD,0,218.5,USD,23,0,USD,0,218.5,USD,23
2026-03-25,2026-03-25,B07VZNYQGN,,,316,0,0,,,0,0,USD,0,5675.68,USD,441,38.61,USD,3,296.02,USD,23
2026-03-25,2026-03-25,B07VZPCHCV,,,,0,0,,,0,0,USD,0,1482.44,USD,127,0,USD,0,1191.26,USD,104
2026-03-25,2026-03-25,B07WZW46JX,,,872,0,0,,,0,0,USD,0,33143.6,USD,2984,120.04,USD,11,7311.84,USD,661
2026-03-25,2026-03-25,B07XZW9ZBM,,,,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-25,2026-03-25,B07XZWFKMB,,,,0,0,,,0,0,USD,0,0,USD,0,25.95,USD,5,0,USD,0
2026-03-25,2026-03-25,B07XZX6HXF,,,258,0,0,,,0,0,USD,0,1138.7,USD,193,0,USD,0,253.7,USD,43
2026-03-25,2026-03-25,B07ZK4RFHD,,,2264,0,0,,,0,0,USD,0,2939.04,USD,628,9.36,USD,2,2873.52,USD,614
2026-03-25,2026-03-25,B07ZK55B22,,,,0,0,,,0,0,USD,0,14.68,USD,4,0,USD,0,14.68,USD,4
2026-03-25,2026-03-25,B07ZK55SVC,,,228,0,0,,,0,0,USD,0,3596.95,USD,215,16.73,USD,1,117.11,USD,7
2026-03-25,2026-03-25,B07ZK55T38,,,398,0,0,,,0,0,USD,0,8728.25,USD,1525,16.83,USD,3,1458.33,USD,273
2026-03-25,2026-03-25,B07ZK596HV,,,39,0,0,,,0,0,USD,0,2159.4,USD,319,0,USD,0,921.8,USD,137
2026-03-25,2026-03-25,B07ZWDGT79,,,432,0,0,,,0,0,USD,0,5474.1,USD,514,10.65,USD,1,1022.4,USD,96
2026-03-25,2026-03-25,B0849HCYJ6,,,,0,0,,,0,0,USD,0,8676.15,USD,829,10.73,USD,1,609.14,USD,58
2026-03-25,2026-03-25,B084C5XNYT,,,,0,0,,,0,0,USD,0,80.25,USD,15,5.35,USD,1,80.25,USD,15
2026-03-25,2026-03-25,B084DC7GR8,,,30,0,0,,,0,0,USD,0,2257.78,USD,238,28.62,USD,3,1818.94,USD,192
2026-03-25,2026-03-25,B084DCY6Q6,,,,0,0,,,0,0,USD,0,28.14,USD,2,0,USD,0,28.14,USD,2
2026-03-25,2026-03-25,B084DZ44KR,,,,0,0,,,0,0,USD,0,209.29,USD,19,0,USD,0,86.77,USD,8
2026-03-25,2026-03-25,B084DZ9YKG,,,16,0,0,,,0,0,USD,0,2017.76,USD,158,0,USD,0,1180.8,USD,90
2026-03-25,2026-03-25,B084DZC34B,,,84,0,0,,,0,0,USD,0,2607.05,USD,261,0,USD,0,1986.65,USD,200
2026-03-25,2026-03-25,B084DZFGZ6,,,1496,0,0,,,0,0,USD,0,6178.34,USD,696,124.46,USD,14,1946.7,USD,220
2026-03-25,2026-03-25,B085H7SDHD,,,,0,0,,,0,0,USD,0,252,USD,52,0,USD,0,252,USD,52
2026-03-25,2026-03-25,B0866QQHH8,,,12,0,0,,,0,0,USD,0,213.84,USD,47,0,USD,0,75.24,USD,19
2026-03-25,2026-03-25,B0866S52S1,,,,0,0,,,0,0,USD,0,5.2,USD,1,0,USD,0,5.2,USD,1
2026-03-25,2026-03-25,B086W79KK2,,,66,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-25,2026-03-25,B0875Z9QNV,,,16,0,0,,,0,0,USD,0,327.6,USD,32,10.5,USD,1,107.1,USD,11
2026-03-25,2026-03-25,B087F2K7NY,,,,0,0,,,0,0,USD,0,22.56,USD,3,0,USD,0,22.56,USD,3
2026-03-25,2026-03-25,B087F3B6NN,,,,0,0,,,0,0,USD,0,33.08,USD,8,0,USD,0,33.08,USD,8
2026-03-25,2026-03-25,B0888XDN6R,,,,0,0,,,0,0,USD,0,15.45,USD,3,0,USD,0,15.45,USD,3
2026-03-25,2026-03-25,B0888XPMP5,,,,0,0,,,0,0,USD,0,24.66,USD,6,0,USD,0,24.66,USD,6
2026-03-25,2026-03-25,B0889H4NWW,,,,0,0,,,0,0,USD,0,1071.51,USD,191,28.05,USD,5,1071.51,USD,191
2026-03-25,2026-03-25,B089DN6RSH,,,102,0,0,,,0,0,USD,0,3262.41,USD,420,8.08,USD,1,1457.93,USD,194
2026-03-25,2026-03-25,B08B42NJG2,,,,0,0,,,0,0,USD,0,0,USD,0,37.05,USD,3,0,USD,0
2026-03-25,2026-03-25,B08B42P9JQ,,,48,0,0,,,0,0,USD,0,1074.71,USD,119,18.22,USD,2,682.98,USD,76
2026-03-25,2026-03-25,B08B43Y7DK,,,88,0,0,,,0,0,USD,0,1346.16,USD,142,0,USD,0,1346.16,USD,142
2026-03-25,2026-03-25,B08CJZBFG6,,,30,0,0,,,0,0,USD,0,225.25,USD,33,0,USD,0,85.8,USD,12
2026-03-25,2026-03-25,B08CK2F4SL,,,,0,0,,,0,0,USD,0,1941.47,USD,568,0,USD,0,1669.41,USD,489
2026-03-25,2026-03-25,B08CK3G9NT,,,4,0,0,,,0,0,USD,0,77.08,USD,9,0,USD,0,39.48,USD,5
2026-03-25,2026-03-25,B08CK5L53L,,,,0,0,,,0,0,USD,0,1911.48,USD,568,0,USD,0,1880.48,USD,559
2026-03-25,2026-03-25,B08CWRNH2J,,,12,0,0,,,0,0,USD,0,79.2,USD,16,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B08CWXNRGR,,,96,0,0,,,0,0,USD,0,1706.07,USD,177,0,USD,0,1331.91,USD,136
2026-03-25,2026-03-25,B08CX14HLP,,,412,0,0,,,0,0,USD,0,13976.31,USD,1400,0,USD,0,3744.99,USD,387
2026-03-25,2026-03-25,B08CX5168M,,,,0,0,,,0,0,USD,0,473.97,USD,55,0,USD,0,473.97,USD,55
2026-03-25,2026-03-25,B08CX9FXD2,,,164,0,0,,,0,0,USD,0,815.14,USD,106,7.69,USD,1,392.19,USD,51
2026-03-25,2026-03-25,B08CXCHTB8,,,,0,0,,,0,0,USD,0,846.61,USD,73,0,USD,0,846.61,USD,73
2026-03-25,2026-03-25,B08FPBY5P2,,,172,0,0,,,0,0,USD,0,26768.75,USD,4283,6.25,USD,1,26743.75,USD,4279
2026-03-25,2026-03-25,B08FPMQXZQ,,,,0,0,,,0,0,USD,0,723.3,USD,50,0,USD,0,505.82,USD,34
2026-03-25,2026-03-25,B08FPS18T7,,,24,0,0,,,0,0,USD,0,,,,,,,,,
2026-03-25,2026-03-25,B08FPTD1CB,,,,0,0,,,0,0,USD,0,1147.44,USD,158,0,USD,0,707.56,USD,98
2026-03-25,2026-03-25,B08FPTFQYS,,,,0,0,,,0,0,USD,0,24.18,USD,3,0,USD,0,24.18,USD,3
2026-03-25,2026-03-25,B08FZ11BZL,,,220,0,0,,,0,0,USD,0,2224.04,USD,169,0,USD,0,1802.92,USD,137
2026-03-25,2026-03-25,B08GTQQTP8,,,,0,0,,,0,0,USD,0,10,USD,1,0,USD,0,10,USD,1
2026-03-25,2026-03-25,B08GTTT2K1,,,792,0,0,,,0,0,USD,0,7648.1,USD,2037,29.7,USD,8,5087.54,USD,1356
2026-03-25,2026-03-25,B08GV37D8S,,,68,0,0,,,0,0,USD,0,155.8,USD,24,6.56,USD,1,44.28,USD,7
2026-03-25,2026-03-25,B08GYLV34K,,,5,0,0,,,0,0,USD,0,17295.71,USD,2089,25.35,USD,3,7472.61,USD,885
2026-03-25,2026-03-25,B08KKCPW4P,,,1,0,0,,,0,0,USD,0,898.54,USD,212,4.57,USD,1,624.8,USD,152
2026-03-25,2026-03-25,B08L71ZHJ3,,,2,0,0,,,0,0,USD,0,180.52,USD,38,0,USD,0,116.5,USD,25
2026-03-25,2026-03-25,B08L72XJHR,,,,0,0,,,0,0,USD,0,87.76,USD,8,0,USD,0,87.76,USD,8
2026-03-25,2026-03-25,B08L75B7FN,,,,0,0,,,0,0,USD,0,110.88,USD,22,0,USD,0,70.56,USD,14
2026-03-25,2026-03-25,B08LDZSZV6,,,,0,0,,,0,0,USD,0,0,USD,0,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B08LF3MRPH,,,368,0,12.79,,,0,521.19,USD,35,2920.05,USD,198,15.03,USD,1,339.75,USD,26
2026-03-25,2026-03-25,B08LF4MJ43,,,1388,0,16.22,,,0,115.11,USD,9,3793.75,USD,295,63.95,USD,5,429.98,USD,32
2026-03-25,2026-03-25,B08M95FCZK,,,,0,0,,,0,0,USD,0,361.58,USD,51,0,USD,0,361.58,USD,51
2026-03-25,2026-03-25,B08M9M9R5X,,,30,0,0,,,0,0,USD,0,853.74,USD,62,0,USD,0,426.87,USD,31
2026-03-25,2026-03-25,B08M9S4PMZ,,,,0,0,,,0,0,USD,0,6.75,USD,1,0,USD,0,6.75,USD,1
2026-03-25,2026-03-25,B08NDXWPPW,,,282,0,0,,,0,0,USD,0,10640.94,USD,1212,17.84,USD,2,1784,USD,200
2026-03-25,2026-03-25,B08PN58K6M,,,865,0,0,,,0,0,USD,0,7786.59,USD,2234,21.54,USD,6,4577.5,USD,1340
2026-03-25,2026-03-25,B08PQ87PMF,,,,0,0,,,0,0,USD,0,9.4,USD,1,0,USD,0,9.4,USD,1
2026-03-25,2026-03-25,B08QQL8KZG,,,168,0,0,,,0,0,USD,0,3304.74,USD,507,6.19,USD,1,2333.25,USD,366
2026-03-25,2026-03-25,B08QQRFQNC,,,6306,0,0,,,0,0,USD,0,1132.74,USD,203,5.58,USD,1,0,USD,0
2026-03-25,2026-03-25,B08QR6G349,,,-95,0,0,,,0,0,USD,0,8263.94,USD,1532,104.28,USD,19,4063.5,USD,746
2026-03-25,2026-03-25,B08QR6GSY8,,,318,0,0,,,0,0,USD,0,4398.83,USD,1255,7.22,USD,2,3043.69,USD,879
2026-03-25,2026-03-25,B08QR7L5RW,,,,0,0,,,0,0,USD,0,55.05,USD,15,0,USD,0,47.71,USD,13
2026-03-25,2026-03-25,B08QRCDL4N,,,186,0,0,,,0,0,USD,0,700.34,USD,194,0,USD,0,281.58,USD,78
2026-03-25,2026-03-25,B08QVB5H5Z,,,,0,0,,,0,0,USD,0,341.28,USD,96,0,USD,0,292.92,USD,83
2026-03-25,2026-03-25,B08R5J8Z28,,,,0,0,,,0,0,USD,0,176.09,USD,40,0,USD,0,55.67,USD,13
2026-03-25,2026-03-25,B08RRWMYVF,,,,0,0,,,0,0,USD,0,0,USD,0,37.44,USD,12,0,USD,0
2026-03-25,2026-03-25,B08RRYYGC2,,,,0,0,,,0,0,USD,0,0,USD,0,3.12,USD,1,0,USD,0
2026-03-25,2026-03-25,B08SYYQ9R9,,,,0,0,,,0,0,USD,0,0,USD,0,92.24,USD,4,0,USD,0
2026-03-25,2026-03-25,B08WYQFF3M,,,,0,0,,,0,0,USD,0,5.58,USD,1,0,USD,0,5.58,USD,1
2026-03-25,2026-03-25,B091YDV22K,,,106,0,0,,,0,0,USD,0,10131.38,USD,580,87.36,USD,5,3335.53,USD,191
2026-03-25,2026-03-25,B0932TB3Z6,,,812,0,0,,,0,0,USD,0,10294.2,USD,684,28.55,USD,2,45.15,USD,3
2026-03-25,2026-03-25,B093MTGKXC,,,,0,0,,,0,0,USD,0,2913.79,USD,346,0,USD,0,1415.95,USD,165
2026-03-25,2026-03-25,B094PHGQ1G,,,,0,0,,,0,0,USD,0,931,USD,133,7,USD,1,434,USD,62
2026-03-25,2026-03-25,B097WQ7ZK3,,,,0,0,,,0,0,USD,0,5.55,USD,1,0,USD,0,5.55,USD,1
2026-03-25,2026-03-25,B097WZB6NW,,,,0,0,,,0,0,USD,0,50.05,USD,7,0,USD,0,50.05,USD,7
2026-03-25,2026-03-25,B0992QXNP6,,,,0,0,,,0,0,USD,0,228,USD,12,0,USD,0,228,USD,12
2026-03-25,2026-03-25,B0992V3RFP,,,,0,0,,,0,0,USD,0,19.8,USD,1,0,USD,0,19.8,USD,1
2026-03-25,2026-03-25,B099DSPZ99,,,,0,0,,,0,0,USD,0,2606.24,USD,210,0,USD,0,2606.24,USD,210
2026-03-25,2026-03-25,B099NXFTK2,,,,0,0,,,0,0,USD,0,169.8,USD,8,0,USD,0,169.8,USD,8
2026-03-25,2026-03-25,B099VXHYMC,,,,0,0,,,0,0,USD,0,966.46,USD,82,11.95,USD,1,966.46,USD,82
2026-03-25,2026-03-25,B09CQYL1J9,,,,0,0,,,0,0,USD,0,1032.41,USD,77,0,USD,0,1032.41,USD,77
2026-03-25,2026-03-25,B09CR5RX65,,,,0,0,,,0,0,USD,0,7136.5,USD,796,34.7,USD,4,3417.42,USD,374
2026-03-25,2026-03-25,B09CR6BDW3,,,,0,0,,,0,0,USD,0,268.56,USD,26,0,USD,0,118.2,USD,10
2026-03-25,2026-03-25,B09CR6YVHS,,,,0,0,,,0,0,USD,0,46.14,USD,6,0,USD,0,46.14,USD,6
2026-03-25,2026-03-25,B09CR7N6X7,,,,0,0,,,0,0,USD,0,15,USD,2,0,USD,0,15,USD,2
2026-03-25,2026-03-25,B09CR89VFM,,,,0,0,,,0,0,USD,0,84,USD,10,0,USD,0,84,USD,10
2026-03-25,2026-03-25,B09CR8L4CG,,,,0,0,,,0,0,USD,0,630.37,USD,83,7.69,USD,1,630.37,USD,83
2026-03-25,2026-03-25,B09CR9G46J,,,54,0,0,,,0,0,USD,0,1427.62,USD,146,0,USD,0,1427.62,USD,146
2026-03-25,2026-03-25,B09CRCN6PJ,,,,0,0,,,0,0,USD,0,311.15,USD,33,0,USD,0,112.7,USD,12
2026-03-25,2026-03-25,B09CRDVHZ6,,,6,0,0,,,0,0,USD,0,2412.41,USD,273,26.58,USD,3,1136.57,USD,129
2026-03-25,2026-03-25,B09CRJYDM4,,,,0,0,,,0,0,USD,0,359.75,USD,25,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B09CRJYF7N,,,48,0,0,,,0,0,USD,0,1843.71,USD,111,16.61,USD,1,16.61,USD,1
2026-03-25,2026-03-25,B09DF5T7VC,,,,0,0,,,0,0,USD,0,31.35,USD,3,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B09FG6YKK1,,,,0,0,,,0,0,USD,0,1392.66,USD,250,6.45,USD,1,1392.66,USD,250
2026-03-25,2026-03-25,B09FG6YP43,,,,0,0,,,0,0,USD,0,104.04,USD,18,0,USD,0,104.04,USD,18
2026-03-25,2026-03-25,B09FG78TY3,,,,0,0,,,0,0,USD,0,0,USD,0,22.5,USD,3,0,USD,0
2026-03-25,2026-03-25,B09FG7H2P6,,,,0,0,,,0,0,USD,0,2513.76,USD,327,0,USD,0,2374.98,USD,309
2026-03-25,2026-03-25,B09FG7PLZK,,,,0,0,,,0,0,USD,0,673.66,USD,63,0,USD,0,673.66,USD,63
2026-03-25,2026-03-25,B09FG7VZ6B,,,4,0,0,,,0,0,USD,0,275,USD,20,0,USD,0,0,USD,0
2026-03-25,2026-03-25,B09FG815Q8,,,,0,0,,,0,0,USD,0,44.6,USD,4,11.15,USD,1,44.6,USD,4
2026-03-25,2026-03-25,B09FG8179S,,,24,0,0,,,0,0,USD,0,712.8,USD,55,0,USD,0,622.08,USD,48
2026-03-25,2026-03-25,B09FG88MKW,,,448,0,0,,,0,0,USD,0,9802.48,USD,1325,37.9,USD,5,3408.86,USD,481
2026-03-25,2026-03-25,B09FG8LF87,,,,0,0,,,0,0,USD,0,8.1,USD,1,0,USD,0,8.1,USD,1
2026-03-25,2026-03-25,B09FG92BCJ,,,48,0,0,,,0,0,USD,0,0,USD,0,10.14,USD,1,0,USD,0
2026-03-25,2026-03-25,B09FG9GV5X,,,,0,0,,,0,0,USD,0,9.8,USD,1,0,USD,0,9.8,USD,1
2026-03-25,2026-03-25,B09FGB8TQ4,,,,0,0,,,0,0,USD,0,92.78,USD,10,0,USD,0,92.78,USD,10
2026-03-25,2026-03-25,B09GPW9NXL,,,236,0,0,,,0,0,USD,0,6.8,USD,1,0,USD,0,6.8,USD,1
2026-03-25,2026-03-25,B09GPYFHY7,,,8,0,0,,,0,0,USD,0,8688.91,USD,645,13.68,USD,1,1694.91,USD,124
2026-03-25,2026-03-25,B09GPYH76H,,,385,0,0,,,0,0,USD,0,9455.16,USD,1131,24.22,USD,3,1563.32,USD,187
2026-03-25,2026-03-25,B09JBDPC2P,,,12,0,0,,,0,0,USD,0,1659.8,USD,172,9.65,USD,1,135.1,USD,14
2026-03-25,2026-03-25,B09JBDTVK5,,,,0,0,,,0,0,USD,0,116.73,USD,14,0,USD,0,40.05,USD,5
2026-03-25,2026-03-25,B09JBDXBQF,,,,0,0,,,0,0,USD,0,1442.33,USD,109,0,USD,0,1442.33,USD,109
2026-03-25,2026-03-25,B09JBFTDN8,,,,0,0,,,0,0,USD,0,1376.85,USD,117,0,USD,0,813.3,USD,70
2026-03-25,2026-03-25,B09JBHSP2P,,,,0,0,,,0,0,USD,0,13.5,USD,2,0,USD,0,13.5,USD,2
2026-03-25,2026-03-25,B09JBNHVFZ,,,6769,0,0,,,0,0,USD,0,112184.8,USD,10787,405.6,USD,39,20238.4,USD,1946
2026-03-25,2026-03-25,B09JBY6LML,,,12,0,0,,,0,0,USD,0,102.08,USD,16,6.38,USD,1,0,USD,0
2026-03-25,2026-03-25,B09LC5T863,,,,0,0,,,0,0,USD,0,0,USD,0,224.45,USD,54,0,USD,0
